time,open,high,low,close,volume
2016-11-15,4.43,4.52,3.78,3.78,9325000.0
2016-11-16,3.82,3.88,3.78,3.78,4254000.0
2016-11-17,3.81,3.81,3.78,3.78,2597000.0
2016-11-18,3.8,3.8,3.78,3.78,5024000.0
2016-11-21,3.78,3.81,3.78,3.78,1771000.0
2016-11-22,3.78,3.79,3.78,3.78,5145000.0
2016-11-23,3.79,3.79,3.78,3.79,1628000.0
2016-11-24,3.79,3.8,3.78,3.78,5277000.0
2016-11-25,3.79,3.8,3.78,3.78,1626000.0
2016-11-28,3.78,3.79,3.77,3.78,20766000.0
2016-11-29,3.78,3.78,3.77,3.78,5010000.0
2016-11-30,3.78,3.81,3.78,3.8,42000.0
2016-12-01,3.82,3.83,3.79,3.79,218000.0
2016-12-02,3.78,3.78,3.78,3.78,55000.0
2016-12-05,3.78,3.79,3.78,3.78,47000.0
2016-12-06,3.8,3.81,3.78,3.78,338000.0
2016-12-07,3.79,3.79,3.77,3.78,662000.0
2016-12-08,3.8,3.8,3.72,3.77,1825000.0
2016-12-09,3.77,3.77,3.61,3.61,25000.0
2016-12-12,3.51,3.51,3.35,3.35,99000.0
2016-12-13,3.25,3.25,3.2,3.2,30000.0
2016-12-14,3.2,3.4,3.2,3.25,72000.0
2016-12-15,3.22,3.22,3.22,3.22,5000.0
2016-12-16,3.23,3.36,3.23,3.35,18000.0
2016-12-19,3.4,3.77,3.4,3.75,172000.0
2016-12-20,3.55,3.72,3.51,3.72,12000.0
2016-12-21,3.72,3.72,3.71,3.71,7000.0
2016-12-22,3.7,3.7,3.7,3.7,3000.0
2016-12-23,3.26,3.45,3.26,3.34,53000.0
2016-12-28,3.31,3.44,3.31,3.4,42000.0
2016-12-30,3.25,3.25,3.25,3.25,13000.0
2017-01-03,3.26,3.26,3.26,3.26,15000.0
2017-01-04,3.21,3.24,3.21,3.23,12000.0
2017-01-05,3.31,3.4,3.31,3.39,16000.0
2017-01-06,3.32,3.32,3.31,3.32,3000.0
2017-01-10,3.4,3.4,3.26,3.26,8000.0
2017-01-11,3.26,3.26,3.26,3.26,2000.0
2017-01-12,3.25,3.27,3.25,3.27,2000.0
2017-01-13,3.28,3.3,3.26,3.3,30000.0
2017-01-16,3.15,3.15,3.12,3.15,14000.0
2017-01-18,3.15,3.15,3.12,3.14,9000.0
2017-01-19,3.26,3.26,3.26,3.26,6000.0
2017-01-20,3.24,3.24,3.24,3.24,1000.0
2017-01-23,3.2,3.2,3.11,3.12,4000.0
2017-01-24,3.11,3.15,3.11,3.15,11000.0
2017-01-25,3.2,3.2,3.2,3.2,12000.0
2017-01-26,3.14,3.25,3.14,3.25,3000.0
2017-02-02,3.22,3.22,3.21,3.21,10000.0
2017-02-03,3.21,3.21,3.16,3.16,4000.0
2017-02-06,3.16,3.19,3.16,3.19,12000.0
2017-02-07,3.15,3.17,3.15,3.17,1000.0
2017-02-09,3.2,3.4,3.17,3.27,33000.0
2017-02-10,3.3,3.3,3.3,3.3,4000.0
2017-02-14,3.25,3.3,3.25,3.25,14000.0
2017-02-15,3.27,3.46,3.27,3.42,93000.0
2017-02-16,3.49,3.57,3.49,3.5,79000.0
2017-02-20,3.42,3.42,3.42,3.42,20000.0
2017-02-21,3.56,3.9,3.56,3.7,207000.0
2017-02-22,3.8,3.8,3.7,3.7,101000.0
2017-02-23,3.7,3.7,3.7,3.7,7000.0
2017-02-24,3.7,3.7,3.64,3.64,48000.0
2017-02-27,3.64,3.64,3.64,3.64,5000.0
2017-02-28,3.5,3.5,3.48,3.48,30000.0
2017-03-01,3.48,3.5,3.48,3.5,33000.0
2017-03-08,3.4,3.42,3.4,3.42,1000.0
2017-03-14,3.42,3.42,3.42,3.42,1000.0
2017-03-15,3.5,3.5,3.4,3.43,21000.0
2017-03-20,3.65,3.65,3.6,3.65,30000.0
2017-03-21,3.67,3.75,3.67,3.74,11000.0
2017-03-23,3.68,3.73,3.68,3.73,46000.0
2017-03-24,3.65,3.73,3.65,3.72,53000.0
2017-03-27,3.72,3.72,3.7,3.7,3000.0
2017-03-28,3.7,3.7,3.7,3.7,5000.0
2017-03-29,3.5,3.68,3.5,3.68,39000.0
2017-03-30,3.55,3.58,3.55,3.58,6000.0
2017-04-12,3.52,3.52,3.52,3.52,10000.0
2017-04-18,3.3,3.37,3.3,3.37,17000.0
2017-04-20,3.45,3.45,3.37,3.45,7000.0
